Month,Year,Comments
12,2021,REPAIR ROADS TO SANDALS SOUTH COAST
12,2021,LESS PRESSURE TO GET MONEY
12,2021,AWESOME TIME
12,2021,THE CURFEW AND LACK OF NIGHT LIFE WAS DISSAPOINTING
12,2021,everything was good. need more direct flights from vancouver
12,2021,very enjoyable holiday
12,2021,"nice people, perfect climate"
12,2021,types of tests to enter are unclear
12,2021,I expected more legal weed
12,2021,cant wait to come back!
12,2021,BEAUTIFUL ISLAND
12,2021,"almost too much trouble getting here with covid restrictions, Paperwork, testing"
12,2021,open your country back up
12,2021,should be able to do online registration for whole family once instead of once for each individual
12,2021,more nude beaches
12,2021,love how nice the people are
12,2021,more local engagement
12,2021,no one wants to be harrassed at the beach to buy local goods/pot
12,2021,amazing trip
12,2021,no one had to put their mask on at the hotel. only employees had it
12,2021,sadly there was an outbreak of stomach bugs at our hotel
1,2022,I wish off the resorts was as clean as on the resorts. Sad to see that!
1,2022,"Love Jamaica and the people, culture, music and scenery. Everyone was so friendly and I can't wait to come back and do more exploring of local attractions."
1,2022,Thank you. Loved it.
1,2022,I'll be coming back every chance I get. I love it here!
1,2022,You're perfect.
1,2022,It was great to see COVID conscientiousness business such as Palladium. I would go back even if I got COVID again.
1,2022,Fix your roads.
1,2022,Be better to the tourist that support your country.
1,2022,Need to lift curfew and support music industry.
1,2022,Access to information about Jamaica's plantation history while in resorts (especially when on past plantation sites) - important for white guests especially.
1,2022,I'm a real estate broker. I hope to expand EXP Brokerage to Jamaica.
1,2022,We look for relaxed covid protocols when travelling.
1,2022,Airport employees walking 4 to 5 abreast not moving over 3 times.
1,2022,Everything was perfect!
1,2022,Beautiful country with very kind people. I'm excited to visit again.
1,2022,Beautiful country and people are all so friendly and kind.
1,2022,Fix roads.
1,2022,Very nice time.
1,2022,Please make the arrival process humaine.
1,2022,Lose the COVID theater. Why sanitize hands for a respitory virus?
1,2022,Better attitude.
1,2022,Please bring back the friendly and kind Jamaican attitude.
1,2022,Love Montego Bay Beach.
1,2022,Been here 12 times. Love it yah mon.
1,2022,My baggage was too heavy to carry.
1,2022,Canadian government are very disorganized - fully vaxxed people should be fast tracked and seniors exemped.
1,2022,Amazing trip. So thankful.
1,2022,None. Loved it here. Trying to figure out how to start business and move here.
1,2022,Send more offers for nest year 2023 January.
1,2022,Better roads.
1,2022,Better roads!
1,2022,Keep up the great work! Don't dilute your traditional culture for tourists!
1,2022,Everything and everyone was fantastic.
1,2022,Very good.
1,2022,"You all need global entry, TSA and clear."
1,2022,More personnel at customs and immigration windows.
1,2022,Need to make more handicap friendly.
1,2022,"Amazing holiday, everyone was friendly. We will be back next year."
1,2022,The covid protocols are over the top. It's just flu.
1,2022,Loved all attractions but too many people trying to pressure you to purchase something for them.
1,2022,Friendliest people! Thank you mon!
1,2022,"Great experience, great service. Will be back."
1,2022,The service and people.
1,2022,Our hotel dining experience amazing.
1,2022,Music upon arrival.
1,2022,We loved it! We will be back to get married.
1,2022,Process leaving airport was very stressful. WiFi or internet connection couldn't pass covid results; the attestment form.
1,2022,Getting through the airport process was extremely stressful with required documentation process not clear and security very pushy.
1,2022,"I understand the culture; but I see how women here treat black Americans! Yes we are on island, I get it."
1,2022,"Wonderful experience, great people."
1,2022,Part of Saint Elizabeth road needs fixing.
1,2022,The Jamaican people are extremely nice.
1,2022,I love Jamaica. Please fix the streets.
1,2022,"I love Jamaica and the people but the routes are atrocious, need to invest in maintaining your roads."
1,2022,"Beautiful country, wonderful people."
1,2022,Excellent covid precaution protocols. Everyone was friendly.
1,2022,I feel people who work on resorts should make more money.
1,2022,Very nice country and much more freedom than France.
1,2022,"Improve roads, reduce harassment for tips and to buy drugs. Thanks!"
1,2022,Prices are way too high for average things. Please try to get these beach sellers to stop being so pushy.
1,2022,Government needs to create more skilled job opportunities for the youth.
1,2022,People check hotel protocols for covid testing.
1,2022,Irie.
1,2022,Promote eco-tourism. Deal with trash waste on beach etc.
1,2022,Better Wi-Fi in the airport.
1,2022,Hope to come back with our children and do more attractions.
1,2022,Provide more information on safe places to visit and shop outside of the resort.
1,2022,We had an excellent trip to Montego Bay.
1,2022,"Love the country and the people, food and culture."
1,2022,Don't want to leave but excited to get my husband home.
1,2022,Excellent trip. Need better local restaurant options and black-owned tourist attractions.
1,2022,Friendliest people. Thank you mon! One Love.
1,2022,No it was amazing.
1,2022,Jamaica is perfect.
1,2022,Jehonay for president!
1,2022,We had a great time.
1,2022,Half Moon should stop watering down the alcohol.
1,2022,We do not want to leave.
1,2022,Staff should pay more attention to the details to make the experience 5 star.
1,2022,Only sell craft in the craft markets! Nowhere else.
1,2022,Speedier check in.
1,2022,Stop harassment.
1,2022,I love Jamaica!
1,2022,Would like to see less covid protocols.
1,2022,Just keep spreading the Jamaican love.
1,2022,Customer service needs more significant improvements. Especially in small business.
1,2022,Wonderful!
1,2022,Treat your own as you would a white tourist. We spend as much money and more to enjoy the same location.
2,2022,"drop the mask requirement, they do nothing to stop the spread"
2,2022,jamaica urgently needs recycling centers to address plastic
2,2022,everything at jamaica inn was perfect
2,2022,sandals was awesome
2,2022,we ran into many issues with sun country airlines beaches resort was faboulous
2,2022,FRIENDLY HOSPITALITY
2,2022,LOVE THIS COUNTRY
2,2022,GETTING TIRED OF THIS COVID NO NEED TO WEAR MASKS IF FULLY VACCINATED
2,2022,CITY NEEDS TO BE CLEANED
2,2022,DRIVING ON LOCAL ROADS VERY BAD- LOTS OF POTHOLES/TIRE PROBLEMS
2,2022,KEEP LOVING
2,2022,RESORT HOTEL - RIU WE SHOULD BE ABLE TO PARTY AT CLUB BECAUSE WE ALL TESTED NEGATIVE
2,2022,"MOVE ON FROM COVID, MISS BIG JAMACAN SMILES"
2,2022,STAY AS WONDERFUL AS YOU ARE. I LOVE JAMAICA
2,2022,THE AIRPORT CUSTOMS WAS VERY EFFICIENT AND GOOD
2,2022,LOVED JAMAICA
2,2022,hate it here
2,2022,dont ever plan to go to riu mobay ever again
2,2022,went out doors masks should not be needed worn due to the breeze
2,2022,20 years consecutive
2,2022,great visit
2,2022,very enjoyable trip
2,2022,"we love the island, beaches and sunshine"
2,2022,people were very nice and kind. prices for activities are a little high
2,2022,people are very friendly here
2,2022,"jamaica is a beautiful country, the residents are so friendly"
2,2022,loved my stay and enjoyed getting to meet local Jamaicans
2,2022,you should offer the saliva spit test
2,2022,you all were so nice
2,2022,love philosophy
2,2022,excellent trip
2,2022,excellent service
2,2022,the restriction limits for powder/spices is not known or clear. we spent money to support jamaican businesses but had to throw out out the spices at the airport due to size of the container
2,2022,roads need to be updated
2,2022,repair roads
2,2022,talk spanish in airport
2,2022,music is good but same songs on repeat
2,2022,was great
2,2022,jamaican authorization very difficult to get
2,2022,fire the nurse in the airport
2,2022,"EXCELLENCE EXPERIENCE, WILL BE BACK"
2,2022,YOU ALL ARE SUPER FRIENDLY
2,2022,I WOULD NOT RECOMMEND SANDALS OR CHUKKA
2,2022,EVERYONE IS SO FRIENDLY ON YOUR ISLAND. THANK YOU
2,2022,"WONDERFUL TRIP, BEAUTIFUL WATER"
2,2022,TRULY LOVE THE JAMAICAN PEOPLE
2,2022,ALL THE PEOPLE WE MET WERE LOVELY
2,2022,FRIENDLY
2,2022,PLEASE IMPROVE IMMIGRATION
2,2022,TAKE AWAY PCR TESTING TO GO TO CANADA
2,2022,STREAM LINE THE IMMIGRATION . STOP WITH ALL THE HAND SANITIZER
2,2022,EXCELLENT VACATION TO THE BEAUTIFUL ISLAND OF JAMAICA! WE FELT VERY WELCOMED AND TAKEN CARE OF
2,2022,FOOD TOURS FOR AUTHENTIC JAMAICAN CUISINE. MORE CULTURAL TOUR OPTIONS VIA RESORTS
2,2022,"JAMAICA WAS AMAZING, WILL BE VISITING AGAIN"
2,2022,PERFECT VACATION
2,2022,"CREATE A SENSE OF DESTINATION OUTSIDE THE ALL INCLUSIVE HOTELS. MOBAY, NEGRIL, OCHO RIOS ALL HAVE POTENTIAL"
2,2022,WE CAME FOR THE FRIENDLINESS OF THE PEOPLE
2,2022,THE CULTURE WAS MY FAVOURITE EXPERIENCE
2,2022,MORE CHARGING STATIONS IN THE AIRPORT
2,2022,THANKS FOR THE HOSPITLAITY
2,2022,THEY ARE TRYING TO RIP YOU OFF IN ANY WAY POSSIBLE
2,2022,JAMAICA HAS CHANGED ALOT
2,2022,THE AIRPORT EXPERIENCE WAS TERRIBLE
2,2022,EXCURSIONS VERY EXPENSIVE WITHOUT EVERYONE CONSTANTLY ASKING FOR MORE MONEY/TIPS
2,2022,"AIRPORT LACKING PLACES TO EAT, HALF OF THEM CLOSED"
2,2022,ROYALTON WHITE SANDS HAS A COVID SCAM GOING ON. INVESTIGATION NEEDED
2,2022,THE GOVERNMENT NEEDS TO TAKE CRIME MORE SERIOUSLY
2,2022,IF RESORTS DONT STOP WHAT  THEY ARE DOING . PEOPLE ON SOCIAL MEDIA WILL GIVE A BAD ACCOUNT ABOUT JAMAICA
2,2022,"THANK YOU JAMAICA, SOME COME BACK"
2,2022,THE REGISTRATION FORM WASNT CLEAR WHERE YOU CAN TRAVEL TO
2,2022,THAT WAS FUN AS HECK
2,2022,THANK YOU SO MUCH FOR HAVING ME
2,2022,IRIE
2,2022,I HAD A MUCH BETTER TIME THAN EXPECTED
2,2022,"THE ROADS ARE TERRIBLE, FIX THE POT HOLES"
2,2022,NO MORE CURFEW
2,2022,THIS SURVEY PROCESS IS INEFFICIENT
2,2022,love the people
2,2022,The roads are in very bad condition. jamaica needs better leadership
2,2022,it is hard to get through to jamcovid when mistakes are made
2,2022,no more forms in airport
2,2022,"JAMAICA IS BEAUTIFUL, FOOD IS OUTSTANDING"
2,2022,MONTEGO BAY STAFF AT THE AIRPORT NEED TRAINING IN CUSTOMER SERVICE
2,2022,THIS SURVEY IS NOT FOR JAMAICANS VISITING HOME
2,2022,REMOVE CUSTOM FORM FROM COVID APPLICATION AS IT IS NOT VALID
3,2022,"your airport is very confusing, mainly the check-in"
3,2022,sangster's airport is a nightmare
3,2022,better organization/direction in airport
3,2022,did not like being asked for tips
3,2022,fix the potholes to make driving safer
3,2022,road conditions are poor. please fix the potholes
3,2022,cant wait to come again
3,2022,airport was a bit challenging
3,2022,"better jamaican food choices at airport, better lighting on roads @night"
3,2022,jamaica is amazing
3,2022,so much trash everywhere
3,2022,more traditional jamaican entertainment
3,2022,loved jamaica
3,2022,love jamaica
3,2022,"this is a lovely, friendly country. i will return"
3,2022,The airport experience hasnt been great.
3,2022,dont vacay at bahia principe
3,2022,there are no tourist assistance center or personel in kingston
3,2022,overall I think its money making
3,2022,traffic is very bad
3,2022,"please fix all the pot holes, too much crime, pay the local workers better"
3,2022,"drivers in Jamaica need to read, write and learn road safety"
3,2022,stop high pressure selling. makes people mad
3,2022,we had a great trip! i love the culture
3,2022,the ocean eden needs new management
3,2022,I recommend! I LOVE LOVE JAMAICA
3,2022,GREAT STAY
3,2022,"PLEASE RELAX THE COVID RESTRICTIONS SOON, NO MORE MASK WEARING"
3,2022,"TOO MUCH MASKK WEARING RULES, IT SPOILS THE EXPERIENCE. WEARING MASKS IN HOT WEATHER IS ANNOYING"
3,2022,AIRPORT CHECK IN NEEDS TO BE MORE EFFICIENT
3,2022,THE ONLY REAL DISSAPOINTMENT WAS ALL THE PLASTIC GARBAGE LITTERING
3,2022,CURRENCY EXCHANGE NEED TO BE UNIFORM OR ATLEAT POSTED AT ALL LOCATIONS
3,2022,WHY NOT WORK ON LIGHTHOUSE IN NEGRIL AND PORT ROYAL
3,2022,please change the mask requirement. it creates waste
3,2022,only issue was on arrival
3,2022,the custom process entering jamaica was very frustrating. spent 3 hours in line
3,2022,streamline arrivals process
3,2022,The police service needs to be upgraded our home was broken into and no police came or called
3,2022,better signage on what is needed to leave for canadians
3,2022,worth it in the end
3,2022,airport process on arrival and departure could be improved. very hectic
3,2022,"filled out customs form online, had to refill out entire paper copy upon arrival"
3,2022,"customs online wasnt efficient, still had to fill out paper copy"
3,2022,more bob marley! quiet time on negril bech after 10-11 pm
3,2022,airport was very busy when we arrived without much guidance
3,2022,very poor organization at airport @ check in for a modern place
3,2022,loved that I felt safe at my resort(hyatt zilara) and everyone was so nice
3,2022,"overall I love Jamaica. however, I found that younger men tended to be the ost aggressive offenders on unwelcome flirtation."
3,2022,food sucks
3,2022,very good people here!
3,2022,servers at hotel restaurant horrible attitude.
3,2022,please continue with the amazing customer service
3,2022,airport not easy gett too service poor
3,2022,still problems with attitude for workers in the service industy in general
3,2022,organize the airport
3,2022,awesome stay
3,2022,Thank you very much for memories
3,2022,jamaica nice
3,2022,amazing
3,2022,improve road condition increase street signs /road markings
3,2022,lines @ airport will stop visit again
3,2022,less working outdoors
3,2022,legalize ganga
3,2022,excellent vacation! couples san souci is the best!
3,2022,will be back
3,2022,"such a beautiful country, will definately be back"
3,2022,should lift all mask mandates! should stop all testing.
3,2022,"yea mon , no problem"
3,2022,transportation to resorts needs improvement
3,2022,the people here are amazing.
3,2022,check in agents do not have patience and so not take time to assist country
3,2022,customer service is extremely poor when doing business
3,2022,"basic training in hospitality, especially follow up to problems"
3,2022,maybe more questions not geared toward hotel guests
3,2022,the roads in the country area are terrible
3,2022,airport shops should open earlier
3,2022,"I LOVE JAMAICA, MY FAVORITE PLACE TO"
4,2022,The airport needs organization.
4,2022,Good experience. Good to see black folks doing great things.
4,2022,Stay beautiful Jamaica!
4,2022,"Beautiful but needs more friends. ""15 mins"" drive takes one hour."
4,2022,"Jamaican food was good, but other food at resort were so-so."
4,2022,The people at the airport can be nicer.
4,2022,"Moon Palace had everything we wanted for a vacation - great service, friendly staff."
4,2022,"People seem more desperate, aggressive than last time I was here pre-pandemic."
4,2022,Internet Wi-Fi not dependable.
4,2022,Mineral bath in Clarendon needs fixing.
4,2022,Bad roads. Roads need to be fixed.
4,2022,Customer service is very poor.
4,2022,Need stuff at the wharf cleared. Without these high taxes especially donations to help the country.
4,2022,Everything is somewhat good so far.
4,2022,"Need more restaurants in airport. Rural roadways need repairs, water services lacking."
4,2022,Don't want to ever travel on Spirit Airline again.
4,2022,"Road conditions, potholes."
4,2022,Was born in Jamaica and have family here.
4,2022,Keep up the good work.
4,2022,Lack of respect for women needs to be addressed.
4,2022,Immigration having more employees.
4,2022,"Could be a great place. Staff needs training to improve destinations, most people - awesome! But only takes a few."
4,2022,More vegetarian and vegan food options.
4,2022,More vegan or vegetarian options.
4,2022,We went through the process to get a covid test at the resort and it was never checked at the airport upon leaving Jamaica.
4,2022,Remove mask requirements for airports and service personnel of resorts and restaurants.
4,2022,We absolutely had a fabulous time!
4,2022,Improve Wi-Fi for registration processes.
4,2022,Please stop buying into anything regarding covid.
4,2022,No problem mon.
4,2022,"Friendly people, I felt very welcome."
4,2022,The airport check in very stressful and a mess.
4,2022,Maybe make covid testing free of charge for hotel guests.
4,2022,I enjoyed my time!
4,2022,Stop promoting only to white travellers. Everything else is amazing.
4,2022,"The airport was overwhelmed, terrible."
4,2022,Airport check in needs much improvement.
4,2022,Check in at airport needs work.
